id,transactionID,entryType,entryDimen,accountCode,accountCodeSub,accountCodeSubAcct,amount,quantity,unitPrice,dueDate,voucher,doubleEntryId,inactive,deleted,createdBy,createdAt,updatedBy,updatedAt
56,28,CR,-1,19,9,VENDORS,329195.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
57,29,DR,1,8,,COA,593749.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
58,29,CR,-1,19,6,VENDORS,593749.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
59,30,DR,1,7,,COA,277444.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
60,30,CR,-1,19,4,VENDORS,277444.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
61,31,DR,1,8,,COA,462310.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
62,31,CR,-1,19,9,VENDORS,462310.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
63,32,DR,1,8,,COA,310178.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
64,32,CR,-1,19,9,VENDORS,310178.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
65,33,DR,1,8,,COA,21075.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
66,33,CR,-1,19,3,VENDORS,21075.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
67,34,DR,1,8,,COA,385440.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
68,34,CR,-1,19,7,VENDORS,385440.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
69,35,DR,1,7,,COA,204050.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
70,35,CR,-1,19,8,VENDORS,204050.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
71,36,DR,1,7,,COA,217232.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
72,36,CR,-1,19,3,VENDORS,217232.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
73,37,DR,1,7,,COA,535791.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
74,37,CR,-1,19,1,VENDORS,535791.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
75,38,DR,1,8,,COA,135080.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
76,38,CR,-1,19,3,VENDORS,135080.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
77,39,DR,1,7,,COA,751571.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
78,39,CR,-1,19,4,VENDORS,751571.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
79,40,DR,1,7,,COA,180563.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
80,40,CR,-1,19,5,VENDORS,180563.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
81,41,DR,1,7,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
82,41,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
83,42,DR,1,7,,COA,450369.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
84,42,CR,-1,19,7,VENDORS,450369.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
85,43,DR,1,7,,COA,436705.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
86,43,CR,-1,19,5,VENDORS,436705.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
87,44,DR,1,8,,COA,614080.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
88,44,CR,-1,19,1,VENDORS,614080.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
89,45,DR,1,8,,COA,662961.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
90,45,CR,-1,19,7,VENDORS,662961.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
91,46,DR,1,7,,COA,690177.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
92,46,CR,-1,19,3,VENDORS,690177.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
93,47,DR,1,8,,COA,439833.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
94,47,CR,-1,19,10,VENDORS,439833.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
95,48,DR,1,7,,COA,20848.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
96,48,CR,-1,19,9,VENDORS,20848.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
97,49,DR,1,13,8,CUSTOMERS,860000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
98,49,CR,-1,8,,COA,860000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
99,50,DR,1,13,8,CUSTOMERS,86000.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
100,50,CR,-1,30,,COA,86000.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
101,51,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
102,51,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
103,52,DR,1,13,9,CUSTOMERS,797000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
104,52,CR,-1,8,,COA,797000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
105,53,DR,1,13,9,CUSTOMERS,79700.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
106,53,CR,-1,30,,COA,79700.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
107,54,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
108,54,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
109,55,DR,1,13,10,CUSTOMERS,965000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
110,55,CR,-1,7,,COA,965000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
111,56,DR,1,13,10,CUSTOMERS,96500.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
112,56,CR,-1,30,,COA,96500.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
113,57,DR,1,7,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
114,57,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
115,58,DR,1,13,2,CUSTOMERS,692000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
116,58,CR,-1,8,,COA,692000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
117,59,DR,1,13,2,CUSTOMERS,69200.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
118,59,CR,-1,30,,COA,69200.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
119,60,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
120,60,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
121,61,DR,1,13,1,CUSTOMERS,602000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
122,61,CR,-1,8,,COA,602000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
123,62,DR,1,13,1,CUSTOMERS,60200.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
124,62,CR,-1,30,,COA,60200.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
125,63,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
126,63,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
127,64,DR,1,13,7,CUSTOMERS,914000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
128,64,CR,-1,8,,COA,914000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
129,65,DR,1,13,7,CUSTOMERS,91400.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.609Z
130,65,CR,-1,30,,COA,91400.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z
131,66,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z
132,66,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z
133,67,DR,1,13,6,CUSTOMERS,562000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z
134,67,CR,-1,8,,COA,562000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z
135,68,DR,1,13,6,CUSTOMERS,56200.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z
136,68,CR,-1,30,,COA,56200.00,,,0,"Debit Note",,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z
137,69,DR,1,8,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z
138,69,CR,-1,25,,COA,1000.00,,,0,Receipt,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z
139,70,DR,1,13,3,CUSTOMERS,993000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z
140,70,CR,-1,8,,COA,993000.00,,,0,Payment,,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z,DEMO@sunday.adegboye,2024-09-16T20:11:16.610Z
